pt,charge,rp,phi,eta,calo_energy,Particle_Type,pos,pos_1,dir_1,pos_2,dir_2,detid,front_1,front_2,front_3,front_4,back_1,back_2,back_3,back_4,Error,et,theta,px,py,pz,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision,energy,hadronicOverEm,hadronicDepth1OverEcal,hadronicDepth2OverEcal,e1x5,e2x5,e3x3,e5x5,maxEnergyXtal,sigmaEtaEta,sigmaIetaIeta,r1x5,r2x5,r9,ecalRecHitSumEtConeDR04,hcalTowerSumEtConeDR04,hcalDepth1TowerSumEtConeDR04,hcalDepth2TowerSumEtConeDR04,trkSumPtSolidConeConeDR04,trkSumPtHollowConeDR04,nTrkSolidConeDR04,nTrkHollowConeDR04,ecalRecHitSumEtDR03,hcalTowerSumEtDR03,hcalDepth1TowerSumEtDR03,hcalDepth2TowerSumEtDR03,trkSumPtSolidConeDR03,trkSumPtHollowConeDR03,nTrkSolidConeDR03,nTrkHollowConeDR03,dir,Name,Index,WasRun,Accept,Objects,path,slot,moduleLabel,moduleType,VID,KEY,id,mass
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoVL_TrkIdVL_TrkIsoT_DiCentralPFNoPUJet30_v1,333.0,1.0,0.0,-82/131 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_CentralPFNoPUJet30_BTagIPIter_v8,334.0,1.0,0.0,-82/131 82/16 86/277 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_WP80_CentralPFJet80_v8,335.0,1.0,0.0,-82/131 82/6 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele27_WP80_WCandPt80_v8,336.0,1.0,0.0,-82/131 82/6 90/123 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet100_PFNoPUJet25_v7,337.0,1.0,0.0,-82/131 81/0 82/16 85/276 85/277 0/277 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele30_CaloIdVT_TrkIdT_PFNoPUJet150_PFNoPUJet25_v7,338.0,1.0,0.0,-82/131 81/0 82/16 85/276 85/277 0/277 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle8_CaloIdT_TrkIdVL_Mass8_PFNoPUHT175_v3,339.0,1.0,0.0,-83/127 -82/131 -89/139 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle8_CaloIdT_TrkIdVL_Mass8_PFNoPUHT225_v3,340.0,1.0,0.0,-83/127 -82/131 -89/139 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle10_CaloIdL_TrkIdVL_Ele10_CaloIdT_TrkIdVL_v12,341.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_TripleEle10_CaloIdL_TrkIdVL_v18,342.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR40_Rsq0p04_v6,343.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR45_Rsq0p09_v5,344.0,1.0,0.0,-84/133 -86/135 85/19 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR55_Rsq0p09_MR150_v6,345.0,1.0,0.0,-84/133 -86/135 85/19 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR60_Rsq0p09_MR150_v6,346.0,1.0,0.0,-84/133 -86/135 85/19 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_RsqMR65_Rsq0p09_MR150_v5,347.0,1.0,0.0,-84/133 -86/135 85/19 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_IsoMu12_RsqMR30_Rsq0p04_MR200_v4,348.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_IsoMu12_RsqMR40_Rsq0p04_MR200_v4,349.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele12_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_RsqMR30_Rsq0p04_MR200_v4,350.0,1.0,0.0,-84/133 -86/135 85/19 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele12_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_RsqMR40_Rsq0p04_MR200_v4,351.0,1.0,0.0,-84/133 -86/135 85/19 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele12_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_DoubleCentralJet65_v4,352.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Photon40_CaloIdL_RsqMR40_Rsq0p09_MR150_v6,353.0,1.0,0.0,-82/131 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Photon40_CaloIdL_RsqMR45_Rsq0p09_MR150_v6,354.0,1.0,0.0,-82/131 81/0 85/19 85/20 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Photon40_CaloIdL_RsqMR50_Rsq0p09_MR150_v6,355.0,1.0,0.0,-82/131 81/0 85/19 85/20 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoublePhoton40_CaloIdL_Rsq0p035_v6,356.0,1.0,0.0,-82/131 81/0 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoublePhoton40_CaloIdL_Rsq0p06_v6,357.0,1.0,0.0,-82/131 81/0 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Mu22_Photon22_CaloIdL_v7,358.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Mu8_DoubleEle8_CaloIdT_TrkIdVL_v7,359.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Mu8_Ele8_CaloIdT_TrkIdVL_Ele8_CaloIdL_TrkIdVL_v7,360.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMu14_Mass8_PFMET40_v7,361.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleMu14_Mass8_PFMET50_v7,362.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle14_CaloIdT_TrkIdVL_Mass8_PFMET40_v7,363.0,1.0,0.0,-83/127 -82/131 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DoubleEle14_CaloIdT_TrkIdVL_Mass8_PFMET50_v7,364.0,1.0,0.0,-83/127 -82/131 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Mu14_Ele14_CaloIdT_TrkIdVL_Mass8_PFMET40_v7,365.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Mu14_Ele14_CaloIdT_TrkIdVL_Mass8_PFMET50_v7,366.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PFNoPUHT350_PFMET100_v3,367.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PFNoPUHT400_PFMET100_v3,368.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_CleanPFNoPUHT350_Ele5_CaloIdT_CaloIsoVL_TrkIdT_TrkIsoVL_PFMET45_v2,369.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_CleanPFNoPUHT350_Ele5_CaloIdT_CaloIsoVL_TrkIdT_TrkIsoVL_PFMET50_v2,370.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_CleanPFNoPUHT300_Ele15_CaloIdT_CaloIsoVL_TrkIdT_TrkIsoVL_PFMET45_v2,371.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_CleanPFNoPUHT300_Ele15_CaloIdT_CaloIsoVL_TrkIdT_TrkIsoVL_PFMET50_v2,372.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_CleanPFNoPUHT300_Ele40_CaloIdVT_TrkIdT_v2,373.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_CleanPFNoPUHT300_Ele60_CaloIdVT_TrkIdT_v2,374.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele5_SC5_Jpsi_Mass2to15_v4,375.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiJet35_MJJ650_AllJets_DEta3p5_VBF_v5,376.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiJet35_MJJ700_AllJets_DEta3p5_VBF_v5,377.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DiJet35_MJJ750_AllJets_DEta3p5_VBF_v5,378.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele22_eta2p1_WP90Rho_LooseIsoPFTau20_v6,379.0,1.0,1.0,-82/131 81/0 81/0 81/0 81/0 92/0 82/16 82/17 82/16 82/17 82/16 82/16 84/404 84/405 82/16 84/405 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Ele22_eta2p1_WP90NoIso_LooseIsoPFTau20_v6,380.0,1.0,0.0,-82/131 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_IsoMu17_eta2p1_LooseIsoPFTau20_v6,381.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Mu17_eta2p1_LooseIsoPFTau20_v6,382.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PixelTracks_Multiplicity70_v3,383.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PixelTracks_Multiplicity80_v12,384.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_PixelTracks_Multiplicity90_v3,385.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DST_HT250_v4,386.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DST_L1HTT_Or_L1MultiJet_v4,387.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DST_Mu5_HT250_v4,388.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DST_Ele8_CaloIdL_CaloIsoVL_TrkIdVL_TrkIsoVL_HT250_v4,389.0,1.0,0.0,-84/133 -86/135 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_BeamGas_HF_Beam1_v5,390.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_BeamGas_HF_Beam2_v5,391.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_BeamHalo_v13,392.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_IsoTrackHE_v15,393.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_IsoTrackHB_v14,394.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HcalPhiSym_v11,395.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HcalNZS_v10,396.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_GlobalRunHPDNoise_v8,397.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_L1Tech_HBHEHO_totalOR_v6,398.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_L1Tech_HCAL_HF_single_channel_v4,399.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_ZeroBias_v7,400.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_ZeroBiasPixel_DoubleTrack_v2,401.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Physics_v5,402.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DST_Physics_v5,403.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DTCalibration_v2,404.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_EcalCalibration_v3,405.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_HcalCalibration_v3,406.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_TrackerCalibration_v3,407.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Random_v2,408.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_L1SingleMuOpen_AntiBPTX_v7,409.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_L1TrackerCosmics_v7,410.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_DTErrors_v3,411.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_L1DoubleJet36Central_v7,412.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlCa_EcalPi0EBonly_v6,413.0,1.0,1.0,-83/127 -83/128 -82/131 -89/139 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlCa_EcalPi0EEonly_v6,414.0,1.0,0.0,-83/127 -83/128 -82/131 -89/139 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlCa_EcalEtaEBonly_v6,415.0,1.0,0.0,-83/127 -83/128 -82/131 -89/139 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlCa_EcalEtaEEonly_v6,416.0,1.0,0.0,-83/127 -83/128 -82/131 -89/139 ,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlCa_EcalPhiSym_v13,417.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlCa_RPCMuonNoTriggers_v9,418.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlCa_RPCMuonNoHits_v9,419.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlCa_RPCMuonNormalisation_v9,420.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlCa_LumiPixels_v8,421.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlCa_LumiPixels_ZeroBias_v4,422.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlCa_LumiPixels_Random_v1,423.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DQM_FEDIntegrity_v11,424.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_LogMonitor_v4,425.0,1.0,0.0,,,,,,,,,
,,,,,,TriggerPaths,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLTriggerFinalPath,426.0,1.0,1.0,,,,,,,,,
64.0,,,2.79253,0.8695,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Jet80Eta1p7_Jet70Eta1p7_DiBTagIP3DFastPV_v7,7.0,hltL1sL1DoubleJetC56Eta1p74WdEta4,HLTLevel1GTSeed,-84.0,133.0,0.0,0.0
84.0,,,-0.698132,1.566,,TriggerObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLT_Jet80Eta1p7_Jet70Eta1p7_DiBTagIP3DFastPV_v7,7.0,hltL1sL1DoubleJetC56Eta1p74WdEta4,HLTLevel1GTSeed,-86.0,135.0,0.0,0.0
