Run,Event,Type1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
160957,36771998,G,10.6504,1.34703,-2.99811,-10.13,3.2868199999999996,-1.8440599999999998,-1.1485299999999998,-1,T,3.4426699999999997,1.30175,0.261803,-3.1745400000000004,1.32782,-1.60589,0.198469,1,2.6647
160957,37009029,G,6.858280000000001,1.71128,6.63895,-0.143967,6.85595,-0.0209973,1.3185200000000001,1,G,6.402419999999999,0.211679,5.79251,-2.71695,5.79638,-0.453071,1.53427,-1,3.0695799999999998
160957,36707264,G,27.0289,-4.73543,-4.42848,-26.2396,6.4835,-2.10608,-2.38968,-1,G,26.0643,-7.5026,-4.1675,-24.6105,8.58237,-1.77571,-2.63456,1,3.08111
160957,36837466,G,19.1666,4.10295,1.51142,-18.6609,4.37248,-2.1577,0.35295,-1,T,7.28425,0.104246,1.75837,-7.06728,1.7614599999999998,-2.09766,1.51158,1,3.05235
160957,37072314,G,7.07675,2.0033,4.70564,-4.89008,5.114319999999999,-0.850029,1.16831,-1,T,5.25646,3.70991,2.22261,-2.98592,4.32474,-0.644807,0.539758,1,3.07164
160957,36790228,G,9.073360000000001,-2.40686,-5.3369800000000005,-6.930969999999999,5.8546,-1.00559,-1.99446,-1,G,7.90125,-0.0867942,-6.2605,-4.81842,6.2611,-0.708738,-1.58466,1,3.06092
160957,37040572,G,14.099,2.50366,-8.92269,10.6248,9.26729,0.981259,-1.29724,-1,G,15.2229,-0.00874592,-9.05713,12.235,9.05713,1.10909,-1.57176,1,2.77565
160957,36675390,G,11.402000000000001,3.2366599999999996,3.83765,10.2368,5.02031,1.46097,0.8701479999999999,-1,G,6.6973,2.11846,4.1144300000000005,4.84007,4.6277800000000004,0.913442,1.09531,1,2.89164
160957,36979422,G,6.09794,2.0672200000000003,3.85483,4.24742,4.37415,0.8607379999999999,1.07856,-1,G,5.86913,1.94733,5.33937,1.46099,5.68339,0.254313,1.22108,1,3.15827
160957,37015918,G,9.09706,7.09592,-4.04036,4.00859,8.16558,0.47306899999999996,-0.517609,-1,G,3.87805,3.61365,-0.09491799999999999,1.40022,3.61489,0.378261,-0.026260500000000003,1,2.70238
160957,36884305,G,6.2718,4.65219,3.6249,2.13109,5.89769,0.35391,0.661917,-1,G,5.08858,4.98228,0.565958,0.8596790000000001,5.01432,0.17061600000000002,0.11310899999999999,1,3.11885
160957,37021361,G,12.3029,-11.8687,-0.0112074,3.23822,11.8687,0.26956199999999997,-3.14065,-1,G,7.515860000000001,-7.4732,0.713399,-0.345316,7.5071699999999995,-0.0459819,3.04642,1,3.13294
160957,36655758,G,20.705,-1.37119,10.1533,-17.9921,10.2455,-1.32892,1.7050299999999998,-1,G,21.7692,-2.7637,8.03322,-20.0428,8.495330000000001,-1.59366,1.90215,1,3.09059
160957,37380376,G,10.3209,1.16782,2.5537799999999997,9.93093,2.80813,1.9757,1.14189,1,G,10.0135,2.7763299999999997,-0.151135,9.61921,2.78044,1.9545599999999999,-0.05438330000000001,-1,3.15456
160957,37617983,G,11.752,1.82813,6.08559,-9.88539,6.35425,-1.22528,1.2789700000000002,-1,G,6.84312,1.65047,5.18912,-4.1432,5.44527,-0.701829,1.26285,1,3.12344
160957,37373065,G,11.7026,7.13707,-5.7012599999999996,-7.314260000000001,9.13467,-0.733226,-0.6740229999999999,1,G,7.365360000000001,3.7433199999999998,-5.45482,-3.2357,6.6157,-0.47143599999999997,-0.9693649999999999,-1,3.0733599999999996
160957,37383702,G,94.7765,11.9962,24.6578,90.723,27.4211,1.9117400000000002,1.1179999999999999,1,T,44.9145,5.944459999999999,9.83613,43.4191,11.4929,2.03939,1.02718,-1,2.7912
160957,37461742,G,9.04994,3.91685,1.37069,8.04175,4.14976,1.41551,0.336627,-1,T,22.2339,5.57763,5.92654,20.6906,8.13842,1.66284,0.815719,1,3.12018
160957,37884145,G,8.1645,4.629659999999999,-0.45270900000000003,6.708889999999999,4.65175,1.16228,-0.0974745,-1,G,11.0081,5.9684,2.52995,8.896360000000001,6.482469999999999,1.12182,0.400931,1,2.7261599999999997
160957,38065904,G,16.5648,8.608130000000001,0.924976,-14.1218,8.657680000000001,-1.26537,0.10704300000000001,1,G,19.4996,7.52992,2.49686,-17.8126,7.933089999999999,-1.54827,0.320182,-1,2.9473599999999998
160957,38060116,G,20.0028,-1.6673099999999998,7.8027,-18.3423,7.97885,-1.5698299999999998,1.78131,1,G,16.3732,0.0257562,8.60871,-13.927,8.60875,-1.2583600000000001,1.5678,-1,3.1435299999999997
160957,38099956,G,13.9251,-2.29114,-12.3496,6.01122,12.5604,0.461977,-1.75423,1,G,10.9704,-3.0402099999999996,-10.3069,2.20495,10.745999999999999,0.203775,-1.85763,-1,3.2458400000000003
160957,37878122,G,11.7632,-2.83183,4.3014,10.5755,5.1498800000000005,1.4673200000000002,2.15302,1,G,10.2368,-1.09836,5.84687,8.33002,5.94914,1.1381,1.75649,-1,2.85487
160957,37692697,G,33.0134,6.792669999999999,5.56987,-31.8231,8.784289999999999,-1.9989,0.686807,-1,G,55.8709,15.1916,7.81044,-53.1955,17.0818,-1.8539400000000001,0.474887,1,3.1496
160957,38048440,G,6.115819999999999,1.9970599999999998,3.15559,4.8421199999999995,3.73443,1.07639,1.0065600000000001,1,G,5.03546,-1.03861,3.2578099999999997,3.69495,3.4193599999999997,0.937232,1.87942,-1,3.06908
